Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
131.202.242.189-35.182.168.82-53596-443-6,131.202.242.189,53596,35.182.168.82,443,6,17/10/2017 10:01:43,236004,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.47443263673497,236004.0,0.0,236004.0,236004.0,236004.0,236004.0,0.0,236004.0,236004.0,0,0,0,0,0,0,0,0,0,64,0,8.47443263673497,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,432,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-142.245.97.14-41430-443-6,131.202.242.189,41430,142.245.97.14,443,6,17/10/2017 10:01:43,464016,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.31019620013103,464016.0,0.0,464016.0,464016.0,464016.0,464016.0,0.0,464016.0,464016.0,0,0,0,0,0,0,0,0,0,40,0,4.31019620013103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,54568,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
131.202.242.166-224.0.0.251-5353-5353-17,131.202.242.166,5353,224.0.0.251,5353,17,17/10/2017 09:59:43,119994525,31,0,372.0,0.0,12.0,12.0,12.0,0.0,0,0,0,0,3.1001414439533805,0.2583451203294484,3999817.5,3976624.5103938016,1.0004237E7,107313.0,1.19994525E8,3999817.5,3976624.5103938016,1.0004237E7,107313.0,0,0,0,0,0,0,0,0,0,-31,0,0.2583451203294484,0.0,12.0,12.0,12.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,12.387096774193548,12.0,0.0,0,0,0,0,0,0,31,372,0,0,-1,-1,30,-1,2631900.5714285714,1574427.823993726,4114071.0,502472.0,8464268.416666666,1785450.785078326,1.0004237E7,5889173.0,BENIGN
131.202.242.189-162.125.4.3-37952-443-6,131.202.242.189,37952,162.125.4.3,443,6,17/10/2017 09:59:40,110826029,64,69,36113.0,43373.0,1732.0,0.0,564.2656250000001,656.9626899166044,4125.0,0.0,628.5942028985507,1158.7297218079777,717.2141844042792,1.2000790897235882,839591.128787879,2542336.267163468,1.8544045E7,2.0,1.10826029E8,1759143.3174603172,3467682.9171830276,1.8544045E7,4.0,1.10796616E8,1629361.9999999995,3379109.7574160593,1.8573497E7,18.0,1,0,0,0,2048,2208,0.5774816672354108,0.6225974224881774,0.0,4125.0,602.6791044776121,946.2288314752312,895349.0015149815,0,1,0,0,1,0,0,0,1.0,607.2105263157895,564.265625,628.5942028985507,0,0,0,0,0,0,64,36113,69,43373,1444,360,29,32,6270530.833333334,4733974.626140804,1.3479799E7,1182428.0,1.1419600166666666E7,4498419.886177609,1.8544045E7,5662346.0,BENIGN
131.202.242.189-35.182.168.82-53596-443-6,131.202.242.189,53596,35.182.168.82,443,6,17/10/2017 10:01:44,943998,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.118648556458806,943998.0,0.0,943998.0,943998.0,943998.0,943998.0,0.0,943998.0,943998.0,0,0,0,0,0,0,0,0,0,64,0,2.118648556458806,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,432,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-162.125.4.3-37956-443-6,131.202.242.189,37956,162.125.4.3,443,6,17/10/2017 09:59:41,109785264,64,67,35630.0,44916.0,1732.0,0.0,556.71875,629.1481383269901,4125.0,0.0,670.3880597014926,1197.238931562622,733.6685914422904,1.1932384659565969,844502.0307692308,2431525.461741687,1.7551224E7,2.0,1.09785264E8,1742623.2380952379,3274834.1109247976,1.7551224E7,4.0,1.09755724E8,1662965.5151515151,3230898.775590343,1.7580917E7,16.0,1,0,0,0,2048,2144,0.5829561971085664,0.6102822688480305,0.0,4125.0,619.8409090909089,958.6611197059199,919031.1424358081,0,1,0,0,1,0,0,0,1.0,624.5725190839695,556.71875,670.3880597014926,0,0,0,0,0,0,64,35630,67,44916,1444,360,30,32,6269551.5,4122754.7045039074,1.2348563E7,1246736.0,1.1015306666666666E7,3860398.842829413,1.7551224E7,6558183.0,BENIGN
131.202.242.189-162.125.4.4-34236-443-6,131.202.242.189,34236,162.125.4.4,443,6,17/10/2017 09:59:40,109224215,41,30,54407.0,8298.0,2856.0,0.0,1327.0000000000005,1211.9026776107066,630.0,0.0,276.6,284.9203881546684,574.0943068347984,0.6500390046291474,1560345.9285714284,3733508.0187012036,1.9436324E7,2.0,1.09224215E8,2730605.375000001,4625599.413717267,1.9436324E7,2.0,1.09192282E8,3765251.103448276,5097821.150158701,1.9470757E7,334958.0,1,0,0,0,1312,960,0.37537463647598657,0.2746643681531609,0.0,2856.0,894.8194444444447,1067.5138990603405,1139585.924687011,0,1,0,0,1,0,0,0,0.0,907.4225352112676,1327.0,276.6,0,0,0,0,0,0,41,54407,30,8298,636,360,25,32,4934499.5,4500620.631959496,1.1573458E7,447623.0,1.2573089166666666E7,4226913.567401417,1.9436324E7,7331859.0,BENIGN
131.202.242.189-142.245.97.14-41430-443-6,131.202.242.189,41430,142.245.97.14,443,6,17/10/2017 10:01:44,1859999,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0752693953061265,1859999.0,0.0,1859999.0,1859999.0,1859999.0,1859999.0,0.0,1859999.0,1859999.0,0,0,0,0,0,0,0,0,0,40,0,1.0752693953061265,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,54568,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-52.70.108.65-46962-443-6,131.202.242.189,46962,52.70.108.65,443,6,17/10/2017 09:59:46,119999904,26,13,819.0,1495.0,63.0,0.0,31.5,32.12382293563454,739.0,63.0,115.0,187.48866632412745,19.28334876001234,0.325000260000208,3157892.2105263155,4597707.996180201,9965895.0,20.0,1.19999904E8,4799996.159999999,4937474.953583922,9965895.0,34977.0,1.09999862E8,9166655.166666668,2357444.2209639903,1.0005277E7,1880170.0,1,0,0,0,832,416,0.21666684000013867,0.10833342000006933,0.0,739.0,59.42500000000001,114.1368695908557,13027.225,0,1,0,0,1,0,0,0,0.0,60.94871794871795,31.5,115.0,0,0,0,0,0,0,26,819,13,1495,1444,1012,12,32,192274.16666666666,542654.3875637158,1915427.0,34977.0,9807717.833333334,542775.6278297412,9965895.0,8084180.0,BENIGN
131.202.242.29-255.255.255.255-17500-17500-17,131.202.242.29,17500,255.255.255.255,17500,17,17/10/2017 09:59:46,90562089,4,0,532.0,0.0,133.0,133.0,133.0,0.0,0,0,0,0,5.87442279517205,0.044168592444902635,3.0187363E7,5157.19002946372,3.019035E7,3.0181408E7,9.0562089E7,3.0187363E7,5157.19002946372,3.019035E7,3.0181408E7,0,0,0,0,0,0,0,0,0,-4,0,0.044168592444902635,0.0,133.0,133.0,133.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,166.25,133.0,0.0,0,0,0,0,0,0,4,532,0,0,-1,-1,3,-1,0,0,0,0,3.0187363E7,5157.19002946372,3.019035E7,3.0181408E7,BENIGN
