Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
131.202.243.232-224.0.0.251-5353-5353-17,131.202.243.232,5353,224.0.0.251,5353,17,16/10/2017 10:14:31,4388520,2,0,409.0,0.0,234.0,175.0,204.5,41.71930009000631,0,0,0,0,93.19770674395924,0.4557345073054242,4388520.0,0.0,4388520.0,4388520.0,4388520.0,4388520.0,0.0,4388520.0,4388520.0,0,0,0,0,0,0,0,0,0,-2,0,0.4557345073054242,0.0,175.0,234.0,194.66666666666666,34.06366588218792,1160.3333333333335,0,0,0,0,0,0,0,0,0.0,292.0,204.5,0.0,-2,0,0,0,0,0,0,2,409,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,BENIGN
131.202.242.182-255.255.255.255-17500-17500-17,131.202.242.182,17500,255.255.255.255,17500,17,16/10/2017 10:14:42,90036841,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.953118679496986,0.04442625880221631,3.0012280333333332E7,151.66190468714723,3.0012451E7,3.0012161E7,9.0036841E7,3.0012280333333332E7,151.66190468714723,3.0012451E7,3.0012161E7,0,0,0,0,0,0,0,0,0,-4,0,0.04442625880221631,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0012280333333332E7,151.66190468714723,3.0012451E7,3.0012161E7,BENIGN
131.202.242.182-131.202.243.255-17500-17500-17,131.202.242.182,17500,131.202.243.255,17500,17,16/10/2017 10:14:42,90036837,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.953118943971788,0.04442626077590886,3.0012279E7,220.62638101550775,3.0012533E7,3.0012135E7,9.0036837E7,3.0012279E7,220.62638101550775,3.0012533E7,3.0012135E7,0,0,0,0,0,0,0,0,0,-4,0,0.04442626077590886,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0012279E7,220.62638101550775,3.0012533E7,3.0012135E7,BENIGN
131.202.242.192-255.255.255.255-17500-17500-17,131.202.242.192,17500,255.255.255.255,17500,17,16/10/2017 10:14:47,90152130,4,0,584.0,0.0,146.0,146.0,146.0,0.0,0,0,0,0,6.477939012644516,0.044369445292085724,3.005071E7,19367.739852651885,3.0069363E7,3.0030699E7,9.015213E7,3.005071E7,19367.739852651885,3.0069363E7,3.0030699E7,0,0,0,0,0,0,0,0,0,-4,0,0.044369445292085724,0.0,146.0,146.0,146.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,182.5,146.0,0.0,-4,0,0,0,0,0,0,4,584,0,0,-1,-1,3,-1,0,0,0,0,3.005071E7,19367.739852651885,3.0069363E7,3.0030699E7,BENIGN
131.202.242.192-131.202.243.255-17500-17500-17,131.202.242.192,17500,131.202.243.255,17500,17,16/10/2017 10:14:47,90152122,4,0,584.0,0.0,146.0,146.0,146.0,0.0,0,0,0,0,6.477939587489687,0.04436944922938142,3.0050707333333332E7,18777.359940453112,3.0068677E7,3.0031215E7,9.0152122E7,3.0050707333333332E7,18777.359940453112,3.0068677E7,3.0031215E7,0,0,0,0,0,0,0,0,0,-4,0,0.04436944922938142,0.0,146.0,146.0,146.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,182.5,146.0,0.0,-4,0,0,0,0,0,0,4,584,0,0,-1,-1,3,-1,0,0,0,0,3.0050707333333332E7,18777.359940453112,3.0068677E7,3.0031215E7,BENIGN
131.202.242.189-175.100.207.233-40644-443-6,131.202.242.189,40644,175.100.207.233,443,6,16/10/2017 10:14:17,111132084,28,21,1618.0,9978.0,548.0,0.0,57.78571428571428,116.62296233553384,1460.0,0.0,475.1428571428571,568.8656507220563,104.34430438648121,0.4409167743133477,2315251.7500000005,9087466.248313664,4.5024354E7,2.0,1.10788356E8,4103272.4444444445,1.1954036945515633E7,4.5347979E7,5.0,1.10780127E8,5539006.35,1.3766223148605462E7,4.5373291E7,20.0,0,0,0,0,580,432,0.2519524424647701,0.18896433184857758,0.0,1460.0,231.91999999999996,428.2025955749717,183357.4628571428,0,0,0,1,0,0,0,0,0.0,236.6530612244898,57.785714285714285,475.14285714285717,580,0,0,0,0,0,0,28,1618,21,9978,29200,35,9,20,4309967.0,3436186.4597482192,6490154.0,348904.0,3.2619485E7,2.146397483456806E7,4.5024354E7,7835026.0,BENIGN
131.202.242.189-101.201.39.234-37642-80-6,131.202.242.189,37642,101.201.39.234,80,6,16/10/2017 10:16:53,387947,4,2,422.0,0.0,422.0,0.0,105.5,211.0,0.0,0.0,0.0,0.0,1087.7774541367764,15.466030153603457,77589.4,172501.5064609582,386168.0,13.0,387947.0,129315.66666666667,223602.89911880242,387510.0,73.0,1428.0,1428.0,0.0,1428.0,1428.0,0,0,0,0,136,72,10.31068676906897,5.155343384534485,0.0,422.0,60.28571428571429,159.5010076098939,25440.57142857143,0,0,0,1,0,0,0,0,0.0,70.33333333333333,105.5,0.0,136,0,0,0,0,0,0,4,422,2,0,29200,31,1,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-162.125.4.3-57504-443-6,131.202.242.189,57504,162.125.4.3,443,6,16/10/2017 10:14:52,119435252,102,108,57277.0,65326.0,1624.0,0.0,561.5392156862748,611.5850478258368,4125.0,0.0,604.8703703703703,1105.3336713839801,1026.5227221189268,1.758274851716309,571460.5358851672,1328928.3668373371,9179229.0,2.0,1.19435252E8,1182527.2475247525,1719047.6418333403,9179229.0,5.0,1.19405819E8,1115942.2336448603,1704932.9954100593,9208603.0,18.0,1,0,0,0,3264,3456,0.8540192136907786,0.9042556380255303,0.0,4125.0,588.7535545023701,898.8924009575394,808007.5484992097,0,1,0,0,1,0,0,0,1.0,591.5571428571428,561.5392156862745,604.8703703703703,3264,0,0,0,0,0,0,102,57277,108,65326,1444,360,49,32,8463440.125,6243563.06997076,2.0148625E7,1099667.0,6400105.875,1298449.885348838,9179229.0,5146236.0,BENIGN
131.202.242.189-101.201.39.234-37642-80-6,101.201.39.234,80,131.202.242.189,37642,6,16/10/2017 10:16:53,1398563,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.4300392617279307,1398563.0,0.0,1398563.0,1398563.0,1398563.0,1398563.0,0.0,1398563.0,1398563.0,0,0,0,0,0,0,0,0,0,64,0,1.4300392617279307,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,31,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-104.254.66.16-51024-443-6,131.202.242.189,51024,104.254.66.16,443,6,16/10/2017 10:14:17,117016357,64,66,4034.0,21305.0,270.0,0.0,63.03124999999999,63.49952349527502,1460.0,0.0,322.80303030303025,473.1344326671769,216.54237620813987,1.1109557956927338,907103.5426356589,5646834.800485086,4.5079997E7,1.0,1.16934157E8,1856097.7301587302,8018364.777657546,4.5162151E7,3.0,1.16933693E8,1798979.8923076922,7901951.108120728,4.5162118E7,1.0,0,0,0,0,1300,1332,0.5469320840333459,0.5640237116593879,0.0,1460.0,193.4274809160306,361.99243575892893,131038.52354668229,0,0,0,1,0,0,0,0,1.0,194.91538461538462,63.03125,322.8030303030303,1300,0,0,0,0,0,0,64,4034,66,21305,29200,37,39,20,2857152.5,3287440.9336688723,6721938.0,82121.0,2.637638675E7,2.155244782358292E7,4.5079997E7,7292301.0,BENIGN
131.202.242.189-162.125.18.133-38764-443-6,131.202.242.189,38764,162.125.18.133,443,6,16/10/2017 10:14:57,119518996,57,52,19235.0,17933.0,728.0,0.0,337.45614035087726,361.97010877850505,4155.0,0.0,344.8653846153847,596.9944010262675,310.9798546165833,0.9119889193178965,1106657.3703703706,2172617.6155382376,1.1347323E7,6.0,1.19518996E8,2134267.785714286,2665677.731331996,1.1381385E7,325.0,1.19484417E8,2342831.7058823532,2684364.0816222546,1.1347323E7,548.0,0,0,0,0,1832,1672,0.4769116367075239,0.43507728261037265,0.0,4155.0,337.8909090909091,484.9144508954537,235142.02468723938,0,0,0,1,0,0,0,0,0.0,340.9908256880734,337.4561403508772,344.86538461538464,1832,0,0,0,0,0,0,57,19235,52,17933,29200,132,28,32,5536017.555555555,6069623.161798949,1.9461593E7,807850.0,7486100.0,1768232.4899625757,1.1347323E7,5252146.0,BENIGN
131.202.242.189-140.205.61.61-48828-80-6,131.202.242.189,48828,140.205.61.61,80,6,16/10/2017 10:16:56,1259291,4,4,703.0,240.0,703.0,0.0,175.75,351.5,240.0,0.0,60.0,120.0,748.8340661530973,6.352781049018853,179898.7142857143,475067.16318141593,1257249.0,2.0,1259289.0,419763.0,726675.867146419,1258856.0,79.0,1258951.0,419650.3333333334,725382.1972190476,1257249.0,22.0,0,0,0,0,136,136,3.1763905245094266,3.1763905245094266,0.0,703.0,104.77777777777777,237.96101454743476,56625.44444444445,0,0,0,1,0,0,0,0,1.0,117.875,175.75,60.0,136,0,0,0,0,0,0,4,703,4,240,29200,32,1,32,0,0,0,0,0,0,0,0,BENIGN
131.202.243.255-131.202.243.5-137-137-17,131.202.243.5,137,131.202.243.255,137,17,16/10/2017 10:14:58,119256591,12,0,600.0,0.0,50.0,50.0,50.0,0.0,0,0,0,0,5.0311684659844085,0.10062336931968817,1.0841508272727272E7,2.244294738778309E7,5.6240245E7,749373.0,1.19256591E8,1.0841508272727272E7,2.244294738778309E7,5.6240245E7,749373.0,0,0,0,0,0,0,0,0,0,-12,0,0.10062336931968817,0.0,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,54.166666666666664,50.0,0.0,-12,0,0,0,0,0,0,12,600,0,0,-1,-1,11,-1,3018388.5,1073524.5654499482,3777485.0,2259292.0,5.62346035E7,7978.285812127816,5.6240245E7,5.6228962E7,BENIGN
131.202.242.189-218.11.8.104-39754-80-6,131.202.242.189,39754,218.11.8.104,80,6,16/10/2017 10:16:46,13088009,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.15281163085997268,1.3088009E7,0.0,1.3088009E7,1.3088009E7,1.3088009E7,1.3088009E7,0.0,1.3088009E7,1.3088009E7,0,0,0,0,0,0,0,0,0,64,0,0.15281163085997268,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,387,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-218.11.8.104-39758-80-6,131.202.242.189,39758,218.11.8.104,80,6,16/10/2017 10:16:46,13088010,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.1528116191842763,1.308801E7,0.0,1.308801E7,1.308801E7,1.308801E7,1.308801E7,0.0,1.308801E7,1.308801E7,0,0,0,0,0,0,0,0,0,64,0,0.1528116191842763,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,519,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-218.11.8.104-39756-80-6,131.202.242.189,39756,218.11.8.104,80,6,16/10/2017 10:16:46,13088010,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.1528116191842763,1.308801E7,0.0,1.308801E7,1.308801E7,1.308801E7,1.308801E7,0.0,1.308801E7,1.308801E7,0,0,0,0,0,0,0,0,0,64,0,0.1528116191842763,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-218.11.8.104-39752-80-6,131.202.242.189,39752,218.11.8.104,80,6,16/10/2017 10:16:46,13088010,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.1528116191842763,1.308801E7,0.0,1.308801E7,1.308801E7,1.308801E7,1.308801E7,0.0,1.308801E7,1.308801E7,0,0,0,0,0,0,0,0,0,64,0,0.1528116191842763,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,707,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-122.228.95.178-33964-80-6,131.202.242.189,33964,122.228.95.178,80,6,16/10/2017 10:16:46,13088012,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.1528115958328889,1.3088012E7,0.0,1.3088012E7,1.3088012E7,1.3088012E7,1.3088012E7,0.0,1.3088012E7,1.3088012E7,0,0,0,0,0,0,0,0,0,64,0,0.1528115958328889,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,277,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-122.228.95.178-33866-80-6,131.202.242.189,33866,122.228.95.178,80,6,16/10/2017 10:16:46,13088013,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.1528115841571979,1.3088013E7,0.0,1.3088013E7,1.3088013E7,1.3088013E7,1.3088013E7,0.0,1.3088013E7,1.3088013E7,0,0,0,0,0,0,0,0,0,64,0,0.1528115841571979,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,409,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-112.124.103.85-43508-80-6,131.202.242.189,43508,112.124.103.85,80,6,16/10/2017 10:16:46,13088013,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.1528115841571979,1.3088013E7,0.0,1.3088013E7,1.3088013E7,1.3088013E7,1.3088013E7,0.0,1.3088013E7,1.3088013E7,0,0,0,0,0,0,0,0,0,64,0,0.1528115841571979,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,819,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-112.124.103.85-43504-80-6,131.202.242.189,43504,112.124.103.85,80,6,16/10/2017 10:16:46,13088014,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.15281157248150867,1.3088014E7,0.0,1.3088014E7,1.3088014E7,1.3088014E7,1.3088014E7,0.0,1.3088014E7,1.3088014E7,0,0,0,0,0,0,0,0,0,64,0,0.15281157248150867,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,314,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-112.124.103.85-43502-80-6,131.202.242.189,43502,112.124.103.85,80,6,16/10/2017 10:16:46,13088014,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.15281157248150867,1.3088014E7,0.0,1.3088014E7,1.3088014E7,1.3088014E7,1.3088014E7,0.0,1.3088014E7,1.3088014E7,0,0,0,0,0,0,0,0,0,64,0,0.15281157248150867,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,505,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-112.124.103.85-43510-80-6,131.202.242.189,43510,112.124.103.85,80,6,16/10/2017 10:16:46,13088015,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.1528115608058212,1.3088015E7,0.0,1.3088015E7,1.3088015E7,1.3088015E7,1.3088015E7,0.0,1.3088015E7,1.3088015E7,0,0,0,0,0,0,0,0,0,64,0,0.1528115608058212,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,484,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-112.124.103.85-43506-80-6,131.202.242.189,43506,112.124.103.85,80,6,16/10/2017 10:16:46,13088015,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.1528115608058212,1.3088015E7,0.0,1.3088015E7,1.3088015E7,1.3088015E7,1.3088015E7,0.0,1.3088015E7,1.3088015E7,0,0,0,0,0,0,0,0,0,64,0,0.1528115608058212,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,279,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.29-131.202.243.255-137-137-17,131.202.242.29,137,131.202.243.255,137,17,16/10/2017 10:14:59,119998609,13,0,650.0,0.0,50.0,50.0,50.0,0.0,0,0,0,0,5.416729455588939,0.10833458911177879,9999884.083333332,1.366361561350513E7,2.8503315E7,749043.0,1.19998609E8,9999884.083333332,1.366361561350513E7,2.8503315E7,749043.0,0,0,0,0,0,0,0,0,0,-13,0,0.10833458911177879,0.0,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,53.84615384615385,50.0,0.0,-13,0,0,0,0,0,0,13,650,0,0,-1,-1,12,-1,1311853.75,374541.1772194303,1499243.0,750042.0,2.850050675E7,4902.410928988809,2.8503315E7,2.8493186E7,BENIGN
131.202.242.132-255.255.255.255-17500-17500-17,131.202.242.132,17500,255.255.255.255,17500,17,16/10/2017 10:15:01,90072938,4,0,696.0,0.0,174.0,174.0,174.0,0.0,0,0,0,0,7.72707114316622,0.044408454845782874,3.0024312666666668E7,4368.752949450602,3.0029066E7,3.0020473E7,9.0072938E7,3.0024312666666668E7,4368.752949450602,3.0029066E7,3.0020473E7,0,0,0,0,0,0,0,0,0,-4,0,0.044408454845782874,0.0,174.0,174.0,174.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,217.5,174.0,0.0,-4,0,0,0,0,0,0,4,696,0,0,-1,-1,3,-1,0,0,0,0,3.0024312666666668E7,4368.752949450602,3.0029066E7,3.0020473E7,BENIGN
131.202.242.132-131.202.243.255-17500-17500-17,131.202.242.132,17500,131.202.243.255,17500,17,16/10/2017 10:15:01,90073130,4,0,696.0,0.0,174.0,174.0,174.0,0.0,0,0,0,0,7.727054672131411,0.04440836018466328,3.0024376666666668E7,4592.331905833172,3.0029328E7,3.0020257E7,9.007313E7,3.0024376666666668E7,4592.331905833172,3.0029328E7,3.0020257E7,0,0,0,0,0,0,0,0,0,-4,0,0.04440836018466328,0.0,174.0,174.0,174.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,217.5,174.0,0.0,-4,0,0,0,0,0,0,4,696,0,0,-1,-1,3,-1,0,0,0,0,3.0024376666666668E7,4592.331905833172,3.0029328E7,3.0020257E7,BENIGN
131.202.242.189-101.201.39.234-37702-80-6,131.202.242.189,37702,101.201.39.234,80,6,16/10/2017 10:16:57,5815899,4,4,430.0,461.0,430.0,0.0,107.5,215.0,461.0,0.0,115.25,230.5,153.20073474453392,1.3755397058992944,830842.7142857143,1855979.6999602583,4980448.0,20.0,835451.0,278483.6666666667,481916.61774038605,834953.0,56.0,5815477.0,1938492.3333333333,2667121.3464860073,4980475.0,1217.0,0,0,0,0,136,136,0.6877698529496472,0.6877698529496472,0.0,461.0,99.0,196.59984740584107,38651.5,0,0,0,1,0,0,0,0,1.0,111.375,107.5,115.25,136,0,0,0,0,0,0,4,430,4,461,29200,31,1,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-101.201.39.234-37702-80-6,131.202.242.189,37702,101.201.39.234,80,6,16/10/2017 10:17:03,446699,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.477287838119181,446699.0,0.0,446699.0,446699.0,446699.0,446699.0,0.0,446699.0,446699.0,0,0,0,0,0,0,0,0,0,64,0,4.477287838119181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,237,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-183.158.35.55-49496-80-6,131.202.242.189,49496,183.158.35.55,80,6,16/10/2017 10:16:53,10161541,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3936410825877689,3387180.3333333335,5866374.392368282,1.0161086E7,67.0,1.0161541E7,5080770.5,7184651.081234251,1.0161086E7,455.0,0,0,0,0,0,0,0,0,0,104,40,0.2952308119408267,0.09841027064694223,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,14480,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-183.158.35.55-49498-80-6,131.202.242.189,49498,183.158.35.55,80,6,16/10/2017 10:16:53,10161506,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3936424384338306,3387168.6666666665,5866329.938459508,1.0161023E7,18.0,1.0161506E7,5080753.0,7184586.734517164,1.0161023E7,483.0,0,0,0,0,0,0,0,0,0,104,40,0.29523182882537297,0.09841060960845766,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,14480,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-183.158.35.55-49500-80-6,131.202.242.189,49500,183.158.35.55,80,6,16/10/2017 10:16:53,10161492,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3936429807748704,3387164.0,5866329.649880153,1.0161018E7,11.0,1.0161492E7,5080746.0,7184589.562944288,1.0161018E7,474.0,0,0,0,0,0,0,0,0,0,104,40,0.2952322355811528,0.0984107451937176,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,14480,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-183.158.35.55-49502-80-6,131.202.242.189,49502,183.158.35.55,80,6,16/10/2017 10:16:53,10161486,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3936432132072022,3387162.0,5866300.2056135,1.0160982E7,11.0,1.0161486E7,5080743.0,7184542.89389673,1.0160982E7,504.0,0,0,0,0,0,0,0,0,0,104,40,0.2952324099054016,0.09841080330180055,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,14480,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.241.139-224.0.0.251-5353-5353-17,131.202.241.139,5353,224.0.0.251,5353,17,16/10/2017 10:13:52,96160822,4,0,590.0,0.0,211.0,111.0,147.5,43.699733027407234,0,0,0,0,6.13555487285664,0.04159698218885858,3.2053607333333332E7,3.9762837241068E7,7.7856095E7,6380664.0,9.6160822E7,3.2053607333333332E7,3.9762837241068E7,7.7856095E7,6380664.0,0,0,0,0,0,0,0,0,0,-4,0,0.04159698218885858,0.0,111.0,211.0,144.8,38.32362195826486,1468.7000000000003,0,0,0,0,0,0,0,0,0.0,181.0,147.5,0.0,-4,0,0,0,0,0,0,4,590,0,0,-1,-1,3,-1,0,0,0,0,3.2053607333333332E7,3.9762837241068E7,7.7856095E7,6380664.0,BENIGN
131.202.242.189-162.125.4.4-41800-443-6,131.202.242.189,41800,162.125.4.4,443,6,16/10/2017 10:14:52,112505120,21,23,23010.0,4582.0,2856.0,0.0,1095.714285714286,1167.9379753590147,566.0,0.0,199.2173913043478,254.37748551776338,245.2510605739543,0.3910933120199329,2616398.139534884,5303125.970636822,1.9116988E7,5.0,1.1250512E8,5625256.0,6660754.900166283,1.9116988E7,5.0,9.8276626E7,4467119.363636363,6328153.5976680815,1.9149017E7,10.0,1,0,0,0,672,736,0.18665817164587709,0.20443514037405586,0.0,2856.0,624.3111111111111,923.7148768626461,853249.1737373733,0,1,0,0,1,0,0,0,1.0,638.5,1095.7142857142858,199.2173913043478,672,0,0,0,0,0,0,21,23010,23,4582,360,360,10,32,1024924.25,1651856.12619162,5018505.0,24.0,1.298864725E7,3935079.1891999096,1.9116988E7,6885852.0,BENIGN
131.202.243.255-131.202.243.29-57621-57621-17,131.202.243.29,57621,131.202.243.255,57621,17,16/10/2017 10:14:33,114001492,4,0,176.0,0.0,44.0,44.0,44.0,0.0,0,0,0,0,1.5438394437855252,0.03508726008603466,3.8000497333333336E7,898.3230673501228,3.8001489E7,3.7999738E7,1.14001492E8,3.8000497333333336E7,898.3230673501228,3.8001489E7,3.7999738E7,0,0,0,0,0,0,0,0,0,-4,0,0.03508726008603466,0.0,44.0,44.0,44.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,55.0,44.0,0.0,-4,0,0,0,0,0,0,4,176,0,0,-1,-1,3,-1,0,0,0,0,3.8000497333333336E7,898.3230673501228,3.8001489E7,3.7999738E7,BENIGN
131.202.242.153-255.255.255.255-41035-17500-17,131.202.242.153,41035,255.255.255.255,17500,17,16/10/2017 10:15:04,90505627,16,0,2320.0,0.0,145.0,145.0,145.0,0.0,0,0,0,0,25.633765290637673,0.1767845882112943,6033708.466666667,1.2487638413743008E7,3.0215395E7,5.0,9.0505627E7,6033708.466666667,1.2487638413743008E7,3.0215395E7,5.0,0,0,0,0,0,0,0,0,0,-16,0,0.1767845882112943,0.0,145.0,145.0,145.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,154.0625,145.0,0.0,-16,0,0,0,0,0,0,16,2320,0,0,-1,-1,15,-1,4843.0,1325.4308733389305,6065.0,3434.0,3.0162083E7,56168.70239733156,3.0215395E7,3.0103438E7,BENIGN
