Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Win Bytes Fwd,Init Win Bytes Bwd,Act Data Pkt Fwd,Min Seg Size Fwd,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
146.88.138.51-192.168.0.15-443-60168-6,192.168.0.15,60168,146.88.138.51,443,6,04/01/2018 08:36:14,10364718,5,4,568.0,152.0,517.0,0.0,113.6,226.58618669283442,152.0,0.0,38.0,76.0,69.46643410848226,0.8683304263560282,1295589.75,3516144.126915235,9996315.0,0.0,1.0364718E7,2591179.5,5006765.587893546,1.0100481E7,364.0,288657.0,96219.0,86146.58931727942,166184.0,0.0,0,0,0,0,112,92,0.4824057924200157,0.38592463393601256,0.0,517.0,72.0,163.6914441529822,26794.88888888889,0,0,0,1,0,0,0,0,0.0,80.0,113.6,38.0,0,0,0,0,0,0,5,568,4,152,64240,30,2,20,0,0,0,0,0,0,0,0,CIC
184.24.146.224-192.168.0.15-443-60167-6,192.168.0.15,60167,184.24.146.224,443,6,04/01/2018 08:36:14,10365422,7,6,332.0,3859.0,206.0,0.0,47.42857142857143,84.227582859095,1460.0,0.0,643.1666666666667,679.9330604307064,404.325072341483,1.25416987364335,863785.1666666667,2895704.468835421,1.0057874E7,1.0,1.0365422E7,1727570.3333333335,4081348.2628590115,1.0057874E7,345.0,211267.0,42253.4,64570.812936651186,147568.0,1.0,0,0,0,0,152,132,0.6753222396541115,0.5788476339892384,0.0,1460.0,299.35714285714283,526.0324071828593,276710.0934065935,0,0,0,1,0,0,0,0,0.0,322.38461538461536,47.42857142857143,643.1666666666666,0,0,0,0,0,0,7,332,6,3859,64240,946,2,20,0,0,0,0,0,0,0,0,CIC
192.168.0.15-107.22.196.242-60164-443-6,192.168.0.15,60164,107.22.196.242,443,6,04/01/2018 08:36:14,10368757,5,4,293.0,145.0,242.0,0.0,58.6,104.87516388545002,145.0,0.0,36.25,72.5,42.24228612937886,0.8679921807406615,1296094.625,3513956.2621482415,9991346.0,1.0,1.0368757E7,2592189.25,5003573.239186863,1.0096703E7,223.0,289831.0,96610.33333333333,86748.24026649378,167833.0,1.0,0,0,0,0,112,84,0.48221787818925643,0.38577430255140516,0.0,242.0,43.79999999999999,83.66972105978495,7000.622222222221,0,0,0,1,0,0,0,0,0.0,48.666666666666664,58.6,36.25,0,0,0,0,0,0,5,293,4,145,64240,30016,2,20,0,0,0,0,0,0,0,0,CIC
184.25.71.204-192.168.0.15-443-60163-6,192.168.0.15,60163,184.25.71.204,443,6,04/01/2018 08:36:14,10369510,5,4,568.0,152.0,517.0,0.0,113.6,226.58618669283442,152.0,0.0,38.0,76.0,69.43433199832972,0.8679291499791215,1296188.75,3551673.3027573577,1.0085156E7,0.0,1.036951E7,2592377.5,5046927.44411822,1.0162225E7,243.0,224884.0,74961.33333333333,73813.12556268928,147570.0,0.0,0,0,0,0,112,92,0.4821828610995119,0.38574628887960954,0.0,517.0,72.0,163.6914441529822,26794.88888888889,0,0,0,1,0,0,0,0,0.0,80.0,113.6,38.0,0,0,0,0,0,0,5,568,4,152,64240,946,2,20,0,0,0,0,0,0,0,0,CIC
192.168.0.15-54.208.217.84-60161-443-6,192.168.0.15,60161,54.208.217.84,443,6,04/01/2018 08:36:14,10370724,7,8,330.0,6167.0,204.0,0.0,47.142857142857146,83.60109363604556,1460.0,0.0,770.8750000000001,741.0165676767481,626.4750657716858,1.44637924989615,740766.0,2673183.8477745247,1.0026859E7,0.0,1.0370724E7,1728454.0,4065805.970059565,1.0026859E7,424.0,259277.0,37039.57142857143,67476.561204261,170323.0,0.0,0,0,0,0,152,172,0.67497698328487,0.7714022666112801,0.0,1460.0,406.0625,633.3523999322969,401135.26250000007,0,0,0,1,0,0,0,0,1.0,433.1333333333333,47.142857142857146,770.875,0,0,0,0,0,0,7,330,8,6167,64240,110,2,20,0,0,0,0,0,0,0,0,CIC
192.168.0.15-68.67.178.170-60158-443-6,192.168.0.15,60158,68.67.178.170,443,6,04/01/2018 08:36:14,10372718,7,6,330.0,3947.0,204.0,0.0,47.142857142857146,83.60109363604556,1460.0,0.0,657.8333333333333,681.8587585905651,412.3316569485452,1.253287711089803,864393.1666666666,2868715.912877392,9972180.0,1.0,1.0372718E7,1728786.3333333335,4038949.8690430745,9972180.0,31.0,260473.0,52094.6,77396.40701479623,172707.0,1.0,0,0,0,0,152,124,0.6748472290483555,0.5784404820414475,0.0,1460.0,305.5,531.4706374406195,282461.03846153844,0,0,0,1,0,0,0,0,0.0,329.0,47.142857142857146,657.8333333333334,0,0,0,0,0,0,7,330,6,3947,64240,30016,2,20,0,0,0,0,0,0,0,0,CIC
192.168.0.15-63.140.54.247-60151-443-6,192.168.0.15,60151,63.140.54.247,443,6,04/01/2018 08:36:14,10378620,6,6,301.0,143.0,250.0,0.0,50.16666666666667,100.00083332986115,98.0,0.0,23.833333333333336,40.548325078437784,42.78025402221105,1.1562230816813797,943510.9090909091,3005119.1641733097,1.0002625E7,1.0,1.037862E7,2075724.0,4479403.75297271,1.0087733E7,209.0,270488.0,54097.6,77058.31682758195,169693.0,1.0,0,0,0,0,132,128,0.5781115408406898,0.5781115408406898,0.0,250.0,34.15384615384615,71.627329693172,5130.474358974358,0,0,0,1,0,0,0,0,1.0,37.0,50.166666666666664,23.833333333333332,0,0,0,0,0,0,6,301,6,143,64240,4681,2,20,0,0,0,0,0,0,0,0,CIC
192.168.0.15-74.119.119.70-60159-443-6,192.168.0.15,60159,74.119.119.70,443,6,04/01/2018 08:36:14,10372294,7,6,579.0,2672.0,342.0,0.0,82.71428571428571,144.47688890812753,1460.0,0.0,445.3333333333333,669.3374833868687,313.4311464754084,1.2533389431498954,864357.8333333334,2877138.6790058324,9999032.0,1.0,1.0372294E7,1728715.6666666665,4052101.7186937775,9999032.0,182.0,255558.0,51111.6,76685.92437533762,174867.0,1.0,0,0,0,0,152,128,0.6748748155422513,0.578464127607644,0.0,1460.0,232.21428571428572,468.07283762111354,219092.18131868134,0,0,0,1,0,0,0,0,0.0,250.07692307692307,82.71428571428571,445.3333333333333,0,0,0,0,0,0,7,579,6,2672,64240,4959,2,20,0,0,0,0,0,0,0,0,CIC
184.25.71.204-192.168.0.15-443-60163-6,184.25.71.204,443,192.168.0.15,60163,6,04/01/2018 08:36:24,2152,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,14405.204460966545,1394.0520446096655,1076.0,1439.6694064958108,2094.0,58.0,2152.0,2152.0,0.0,2152.0,2152.0,0,0,0,0,0,1,0,0,0,40,20,929.3680297397771,464.68401486988853,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,0,0,0,0,0,0,2,31,1,0,946,0,0,20,0,0,0,0,0,0,0,0,CIC
192.168.0.15-74.119.119.69-60160-443-6,74.119.119.69,443,192.168.0.15,60160,6,04/01/2018 08:36:24,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,4692,-1,0,20,0,0,0,0,0,0,0,0,CIC
